# Day16 Result m1
> m1
$population
[,1]     [,2]         [,3]         [,4]         [,5]
[69,] 2.984513e+00 75.98929 7.679620e+02 7776.9945786 7.777700e+04
[70,] 2.984513e+00 75.98929 7.679620e+02 7776.9984848 7.777700e+04
[71,] 2.984506e+00 75.98929 7.679620e+02 7776.9945786 7.777700e+04
[72,] 2.984513e+00 75.98923 7.679620e+02 7776.9945786 7.777700e+04
[73,] 2.984515e+00 75.98923 7.679620e+02 7776.9945633 7.777700e+04
[74,] 2.984513e+00 75.98923 7.679620e+02 7776.9984696 7.777700e+04
[75,] 2.984515e+00 75.98923 7.679620e+02 7776.9945633 7.777700e+04
[76,] 2.984513e+00 75.98923 7.679620e+02 7776.9945633 7.777700e+04
[77,] 2.984506e+00 75.98923 7.679620e+02 7776.9984848 7.777700e+04
[78,] 2.984513e+00 75.98917 7.679620e+02 7776.9984543 7.777700e+04
[79,] 2.984513e+00 75.98917 7.679620e+02 7776.9945633 7.777700e+04
[80,] 2.984511e+00 75.98911 7.679620e+02 7776.9984543 7.777700e+04
[81,] 2.985001e+00 75.98917 7.679620e+02 7776.9984696 7.777707e+04
[82,] 3.109515e+00 75.98929 7.679620e+02 7777.9945633 7.777700e+04
[83,] 2.985490e+00 75.98929 7.679615e+02 7776.9984848 7.777700e+04
[84,] 2.985490e+00 75.98917 7.679615e+02 7776.9984848 7.777700e+04
[85,] 2.984025e+00 75.98923 7.679620e+02 7776.9984848 7.777700e+04
[86,] 2.984017e+00 75.98929 7.679620e+02 7776.9945633 7.777700e+04
[87,] 2.984513e+00 75.98929 7.679620e+02 7776.9945786 7.777707e+04
[88,] 2.984513e+00 75.98923 7.679620e+02 7776.9984848 7.777707e+04
[89,] 2.984513e+00 75.98917 7.679620e+02 7776.9984848 7.777707e+04
[90,] 2.984513e+00 75.98917 7.679620e+02 7776.9984696 7.777707e+04
[91,] 2.985000e+00 75.98929 7.679615e+02 7776.9984696 7.777700e+04
[92,] 2.985001e+00 75.98929 7.679615e+02 7776.9945786 7.777700e+04
[93,] 2.985001e+00 75.98929 7.679615e+02 7776.9984848 7.777700e+04
[94,] 2.985001e+00 75.98929 7.679615e+02 7776.9945633 7.777700e+04
[95,] 2.985001e+00 75.98923 7.679615e+02 7776.9984543 7.777700e+04
[96,] 2.985003e+00 75.98923 7.679615e+02 7776.9945938 7.777700e+04
[97,] 2.985001e+00 75.98923 7.679615e+02 7776.9945633 7.777700e+04
[98,] 2.985001e+00 75.98923 7.679615e+02 7776.9945786 7.777700e+04
[99,] 2.985001e+00 75.98917 7.679615e+02 7776.9984848 7.777700e+04
[100,] 2.984994e+00 75.98923 7.679615e+02 7776.9945481 7.777700e+04
[101,] 2.985003e+00 75.98917 7.679615e+02 7776.9945938 7.777700e+04
[102,] 2.985001e+00 75.98917 7.679615e+02 7776.9984848 7.777700e+04
[103,] 2.984994e+00 75.98917 7.679615e+02 7776.9985001 7.777700e+04
[104,] 2.984513e+00 75.98929 7.679615e+02 7776.9984848 7.777700e+04
[105,] 2.984513e+00 75.98929 7.679615e+02 7776.9945786 7.777700e+04
[106,] 2.984513e+00 75.98929 7.679615e+02 7776.9945633 7.777700e+04
[107,] 2.984513e+00 75.98929 7.679615e+02 7776.9945481 7.777700e+04
[108,] 2.984513e+00 75.98929 7.679615e+02 7776.9945481 7.777700e+04
[109,] 2.984513e+00 75.98929 7.679615e+02 7776.9984848 7.777700e+04
[110,] 2.984513e+00 75.98929 7.679615e+02 7776.9984696 7.777700e+04
[111,] 2.984515e+00 75.98929 7.679615e+02 7776.9945786 7.777700e+04
[112,] 2.984515e+00 75.98929 7.679615e+02 7776.9945786 7.777700e+04
[113,] 2.984513e+00 75.98929 7.679615e+02 7776.9945481 7.777700e+04
[114,] 2.984513e+00 75.98929 7.679615e+02 7776.9945786 7.777700e+04
[115,] 2.984513e+00 75.98929 7.679615e+02 7776.9945786 7.777700e+04
[116,] 2.984513e+00 75.98929 7.679615e+02 7776.9945633 7.777700e+04
[117,] 2.984513e+00 75.98929 7.679615e+02 7776.9945785 7.777700e+04
[118,] 2.984513e+00 75.98929 7.679615e+02 7776.9945786 7.777700e+04
[119,] 2.984513e+00 75.98923 7.679615e+02 7776.9984543 7.777700e+04
[120,] 2.984513e+00 75.98923 7.679615e+02 7776.9984848 7.777700e+04
[121,] 2.984513e+00 75.98923 7.679615e+02 7776.9945633 7.777700e+04
[122,] 2.984506e+00 75.98929 7.679615e+02 7776.9945786 7.777700e+04
[123,] 2.984513e+00 75.98923 7.679615e+02 7776.9945785 7.777700e+04
[124,] 2.984513e+00 75.98923 7.679615e+02 7776.9906723 7.777700e+04
[125,] 2.984513e+00 75.98923 7.679615e+02 7776.9945786 7.777700e+04
[126,] 2.984513e+00 75.98923 7.679615e+02 7776.9945481 7.777700e+04
[127,] 2.984506e+00 75.98923 7.679615e+02 7776.9945481 7.777700e+04
[128,] 2.984513e+00 75.98917 7.679615e+02 7776.9984696 7.777700e+04
[129,] 2.984511e+00 75.98917 7.679615e+02 7776.9984848 7.777700e+04
[130,] 2.984513e+00 75.98917 7.679615e+02 7776.9945785 7.777700e+04
[131,] 2.984513e+00 75.98917 7.679615e+02 7776.9945786 7.777700e+04
[132,] 2.984513e+00 75.98917 7.679615e+02 7776.9945633 7.777700e+04
[133,] 2.984506e+00 75.98923 7.679615e+02 7776.9945786 7.777700e+04
[134,] 2.984506e+00 75.98923 7.679615e+02 7776.9945633 7.777700e+04
[135,] 2.984506e+00 75.98917 7.679615e+02 7776.9945481 7.777700e+04
[136,] 2.984506e+00 75.98917 7.679615e+02 7776.9984848 7.777700e+04
[137,] 2.984513e+00 75.98929 7.679615e+02 7776.9984543 7.777694e+04
[138,] 2.984025e+00 75.98929 7.679615e+02 7776.9984696 7.777700e+04
[139,] 2.984025e+00 75.98917 7.679615e+02 7776.9945786 7.777700e+04
[140,] 2.984513e+00 75.98923 7.679615e+02 7776.9984696 7.777707e+04
[141,] 2.984515e+00 75.98923 7.679615e+02 7776.9984848 7.777707e+04
[142,] 2.984511e+00 75.98917 7.679611e+02 7776.9945938 7.777700e+04
[143,] 2.984513e+00 75.98917 7.679606e+02 7776.9945633 7.777700e+04
[144,] 2.985003e+00 75.97354 7.679620e+02 7776.9984543 7.777700e+04
[145,] 2.985001e+00 75.97354 7.679620e+02 7776.9984696 7.777700e+04
[146,] 2.984513e+00 75.98929 7.679606e+02 7776.9984696 7.777707e+04
[147,] 3.109513e+00 75.98929 7.679615e+02 7775.9945786 7.777700e+04
[148,] 2.984513e+00 75.97366 7.679620e+02 7776.9984543 7.777700e+04
[149,] 2.985001e+00 75.97366 7.679615e+02 7776.9984848 7.777700e+04
[150,] 2.985001e+00 75.97360 7.679615e+02 7776.9984696 7.777700e+04
[151,] 2.984025e+00 75.97360 7.679620e+02 7776.9906723 7.777694e+04
[152,] 2.984513e+00 75.97366 7.679615e+02 7776.9945481 7.777700e+04
[153,] 2.984513e+00 75.97366 7.679615e+02 7776.9984543 7.777700e+04
[154,] 2.984513e+00 75.97366 7.679615e+02 7776.9984695 7.777700e+04
[155,] 2.984506e+00 75.97366 7.679615e+02 7776.9945786 7.777700e+04
[156,] 2.984513e+00 75.97354 7.679615e+02 7776.9945786 7.777700e+04
[157,] 2.984513e+00 75.97354 7.679615e+02 7776.9945786 7.777700e+04
[158,] 2.984506e+00 75.97354 7.679615e+02 7776.9945633 7.777700e+04
[159,] 2.985001e+00 75.98917 7.679620e+02 7776.0023606 7.777700e+04
[160,] 2.984513e+00 75.98923 7.679620e+02 7776.0023910 7.777700e+04
[161,] 2.984513e+00 75.98929 7.679615e+02 7776.0023910 7.777700e+04
[162,] 2.984506e+00 75.98917 7.679615e+02 7776.0023910 7.777700e+04
[163,] 2.984513e+00 75.98917 7.679611e+02 7777.9984543 7.777700e+04
[164,] 2.860001e+00 75.98923 7.679615e+02 7776.9945786 7.777700e+04
[165,] 2.860001e+00 75.98917 7.679615e+02 7776.9945786 7.777700e+04
[166,] 2.859513e+00 75.98923 7.679615e+02 7776.9945786 7.777700e+04
[167,] 2.859025e+00 75.98929 7.679615e+02 7776.9984848 7.777700e+04
[168,] 2.859515e+00 75.98929 7.679606e+02 7776.9945633 7.777700e+04
[169,] 2.860001e+00 75.97360 7.679620e+02 7776.9984696 7.777694e+04
[170,] 2.859511e+00 75.98929 7.679615e+02 7777.9984696 7.777700e+04
[171,] 2.859513e+00 75.98929 7.679615e+02 7775.9945633 7.777700e+04
[172,] 2.984513e+00 75.98929 7.678365e+02 7776.9945633 7.777700e+04
[173,] 3.110001e+00 79.98923 7.679615e+02 7776.9984542 7.777700e+04
[174,] 2.985001e+00 79.98917 7.679620e+02 7776.9945786 7.777700e+04
[175,] 3.109513e+00 72.00485 7.679620e+02 7776.9984848 7.777700e+04
[176,] 3.109025e+00 72.00485 7.679615e+02 7776.9945786 7.777700e+04
[177,] 3.109513e+00 71.97360 7.679615e+02 7776.9984848 7.777700e+04
[178,] 2.984513e+00 71.98929 7.679620e+02 7776.9984696 7.777700e+04
[179,] 2.984513e+00 71.98929 7.679615e+02 7776.9945633 7.777707e+04
[180,] 2.984513e+00 75.98929 7.679620e+02 7776.9984696 7.779300e+04
[181,] 3.109513e+00 75.98929 7.999615e+02 7776.9945786 7.777700e+04
[182,] 2.985001e+00 75.98923 7.360870e+02 7776.9945633 7.777700e+04
[183,] 3.109513e+00 75.98929 7.359611e+02 7776.9945481 7.777700e+04
[184,] 2.984513e+00 75.97360 7.359615e+02 7776.9945785 7.777700e+04
[185,] 2.984506e+00 75.98929 7.679615e+02 8032.9984848 7.777700e+04
[186,] 2.859513e+00 75.97360 7.679620e+02 8032.9984848 7.777700e+04
[187,] 2.984513e+00 75.98929 7.679615e+02 7520.9945633 7.777700e+04
[188,] 3.109507e+00 75.98929 1.171816e-02 7776.9945786 7.777700e+04
[189,] 3.109506e+00 75.97360 1.171816e-02 7776.9945786 7.777700e+04
[190,] 2.984513e+00 75.98929 1.171817e-02 7776.9984848 7.777700e+04
[191,] 3.109511e+00 75.97354 7.679615e+02 7776.9945786 8.187300e+04
[192,] 2.985001e+00 75.98923 7.679615e+02 7776.9984848 8.187300e+04
[193,] 2.984513e+00 75.98929 7.679615e+02    0.1186676 7.777700e+04
[194,] 1.955931e+05 75.98929 7.679620e+02 7776.9945786 7.777700e+04
[195,] 1.955931e+05 75.98929 7.679615e+02 7776.9945785 7.777700e+04
[196,] 1.955931e+05 75.97360 7.679615e+02 7776.9945633 7.777700e+04
[197,] 1.955932e+05 75.98929 7.999620e+02 7776.9945633 7.777700e+04
[198,] 3.109515e+00 71.97360 5.032913e+07 7776.9945786 7.777700e+04
[199,] 2.985001e+00 75.98929 5.032913e+07 7776.9945633 7.777700e+04
[200,] 3.109513e+00 75.98923 7.679615e+02 7776.9984848 5.097194e+09

$costs
[1] 9.783841e+01 9.783857e+01 9.783866e+01 9.783878e+01 9.783878e+01
[6] 9.784234e+01 9.784234e+01 9.784238e+01 9.784238e+01 9.784243e+01
[11] 9.784729e+01 9.784738e+01 9.784739e+01 9.784740e+01 9.784743e+01
[16] 9.784743e+01 9.785104e+01 9.785113e+01 9.785116e+01 9.785116e+01
[21] 9.785116e+01 9.785117e+01 9.785120e+01 9.785120e+01 9.785122e+01
[26] 9.785122e+01 9.785123e+01 9.785123e+01 9.785126e+01 9.785126e+01
[31] 9.785129e+01 9.785132e+01 9.785132e+01 9.785138e+01 9.785141e+01
[36] 9.785144e+01 9.785145e+01 9.785148e+01 9.785148e+01 9.785154e+01
[41] 9.785512e+01 9.786005e+01 9.786898e+01 9.787875e+01 9.787932e+01
[46] 9.787948e+01 9.788299e+01 9.788303e+01 9.788311e+01 9.788312e+01
[51] 9.788317e+01 9.788328e+01 9.788330e+01 9.882666e+01 9.882670e+01
[56] 9.882678e+01 9.882678e+01 9.882685e+01 9.882685e+01 9.882691e+01
[61] 9.882695e+01 9.882703e+01 9.883055e+01 9.883055e+01 9.883056e+01
[66] 9.883058e+01 9.883058e+01 9.883058e+01 9.883058e+01 9.883059e+01
[71] 9.883064e+01 9.883070e+01 9.883072e+01 9.883075e+01 9.883076e+01
[76] 9.883077e+01 9.883081e+01 9.883087e+01 9.883090e+01 9.883094e+01
[81] 9.883124e+01 9.883145e+01 9.883154e+01 9.883179e+01 9.883459e+01
[86] 9.883463e+01 9.883485e+01 9.883504e+01 9.883517e+01 9.883520e+01
[91] 9.883548e+01 9.883549e+01 9.883553e+01 9.883555e+01 9.883558e+01
[96] 9.883559e+01 9.883561e+01 9.883565e+01 9.883571e+01 9.883571e+01
[101] 9.883572e+01 9.883574e+01 9.883577e+01 9.883938e+01 9.883940e+01
[106] 9.883941e+01 9.883941e+01 9.883941e+01 9.883945e+01 9.883945e+01
[111] 9.883946e+01 9.883946e+01 9.883947e+01 9.883948e+01 9.883948e+01
[116] 9.883948e+01 9.883948e+01 9.883948e+01 9.883950e+01 9.883950e+01
[121] 9.883953e+01 9.883954e+01 9.883957e+01 9.883959e+01 9.883960e+01
[126] 9.883960e+01 9.883963e+01 9.883963e+01 9.883964e+01 9.883965e+01
[131] 9.883966e+01 9.883966e+01 9.883966e+01 9.883966e+01 9.883972e+01
[136] 9.883976e+01 9.884290e+01 9.884330e+01 9.884364e+01 9.884384e+01
[141] 9.884389e+01 9.884849e+01 9.885738e+01 9.885877e+01 9.885878e+01
[146] 9.886140e+01 9.886200e+01 9.886242e+01 9.886729e+01 9.886742e+01
[151] 9.887006e+01 9.887124e+01 9.887125e+01 9.887128e+01 9.887130e+01
[156] 9.887149e+01 9.887149e+01 9.887162e+01 9.982226e+01 9.982590e+01
[161] 9.983460e+01 9.983491e+01 9.984536e+01 9.985499e+01 9.985514e+01
[166] 9.985903e+01 9.986292e+01 9.987658e+01 9.988155e+01 1.008559e+02
[171] 1.008698e+02 1.011147e+02 1.057613e+02 1.067403e+02 1.217723e+02
[176] 1.217850e+02 1.220943e+02 1.229163e+02 1.229294e+02 3.549302e+02
[181] 5.433899e+02 1.691013e+03 1.700352e+03 1.701333e+03 6.563406e+04
[186] 6.563511e+04 6.563762e+04 6.037269e+05 6.037270e+05 6.037279e+05
[191] 1.677734e+07 1.677734e+07 6.047998e+07 3.825390e+10 3.825390e+10
[196] 3.825390e+10 3.825395e+10 2.532943e+15 2.532943e+15 2.598059e+19

$popsize
[1] 200

$chsize
[1] 5

$crossprob
[1] 1

$mutateprob
[1] 0.01

$elitism
[1] 1

$minval
[1] 0

$maxval
[1] 99999.9

$maxiter
[1] 2500


> cat("Best chromosome:\n")
Best chromosome:
> print(m1$population[1,])
[1]     3.110001    75.989349   767.962032  7776.994563
[5] 77777.003116
> cat("Cost: ",m1$costs[1],"\n")
Cost:  97.83841 
