# Day16 Result m1i
> m1i
$population
[,1]     [,2]         [,3]         [,4]         [,5]
[1,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[2,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[3,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[4,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[5,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[6,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[7,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[8,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[9,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[10,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[11,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[12,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[13,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[14,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[15,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[16,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[17,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[18,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[19,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[20,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[21,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[22,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[23,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[24,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[25,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[26,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[27,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
[28,] 7.000000e+00 77.00000 7.770000e+02 7.777000e+03 7.777700e+04
