# Day16 Result m1p
> m1p
$population
[,1]         [,2]         [,3]         [,4]
[1,] 7.000000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[2,] 7.000000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[3,] 7.000000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[4,] 7.000000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[5,] 7.000000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[6,] 7.000000e+00 7.639062e+01 7.770000e+02 7.777000e+03
[7,] 7.250000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[8,] 7.250000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[9,] 7.250000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[10,] 7.250000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[11,] 7.250000e+00 7.640625e+01 7.770000e+02 7.777000e+03
[12,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[13,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[14,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[15,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[16,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[17,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[18,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[19,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[20,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[21,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[22,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[23,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[24,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[25,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[26,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[27,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[28,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[29,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[30,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[31,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[32,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[33,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[34,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[35,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[36,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[37,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[38,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[39,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[40,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[41,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[42,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[43,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[44,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[45,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[46,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[47,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[48,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[49,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[50,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[51,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[52,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
[53,] 7.000000e+00 7.600000e+01 7.770000e+02 7.777000e+03
